city,company,salary,summary,title
Seattle,University of Washington,"$3,090 - $4,132 a month",Verify accuracy of research data; Procedures for collecting an summarizing observations and data; Assist in modification of procedures for collecting and...,RESEARCH STUDY COORDINATOR 2 (50%)
Seattle,All-In Analytics,"$150,000 - $230,000 a year",Senior Business Intelligence Data Scientist. Our client is looking for an Senior Business Intelligence Data Scientist to join their insights team....,Senior Business Intelligence Data Scientist
Seattle,University of Washington Medical Center,"$3,477 - $4,560 a month","Assist the Project Investigators with data gathering and processing, and prepare data files for analysis. Prepare our data for archiving and use by external...",FDA: RESEARCH ANALYST 3 (TEMPORARY)
Seattle,University of Washington Medical Center,"$4,678 - $6,695 a month",Act as resource to Medical Laboratory Scientist 1 and Medical Laboratory Scientist Trainees in quality control and troubleshooting of instruments and procedures...,MEDICAL LABORATORY SCIENTIST 2
Seattle,University of Washington,"$4,678 - $6,695 a month",Act as resource to Medical Laboratory Scientist 1 and Medical Laboratory Scientist Trainees in quality control and troubleshooting of instruments and procedures...,MEDICAL LABORATORY SCIENTIST 2
Seattle,University of Washington,"$2,948 - $3,929 a month",Maintaining documentation regarding data entry decisions and analysis; Entering and editing data in the Versatile Enterprise (VE) in an accurate and timely...,OFFICE OPERATIONS AND ACCESSIONS ANALYST
Seattle,Department Of Veterans Affairs,"$75,925 - $98,702 a year","Primary LIM Support focus will be Central Lab, Reference Lab, Data Innovations, Ancillary Testing, and Anatomic Pathology with a secondary focus in Blood Bank,...",Medical Technologist (Laboratory Information Manager)
Seattle,University of Washington,"$2,882 - $3,840 a month","Assist with train domain patient data set-up/duplication and usability testing of EHR training domains. Assist Educators, Instructional Designers and Education...",TRAINING PROGRAM COORDINATOR
Seattle,University of Washington,"$4,792 - $6,447 a month","Maintain inventory of data center supplies, transportation of equipment to various data centers and data rooms supported by the team....",COMPUTER MAINTENANCE TECHNICIAN 3
Seattle,University of Washington Medical Center,"$4,193 - $6,003 a month",Requirements for Medical Laboratory Scientist 1 (MLS1):. The Medical Laboratory Scientist 1 or Medical Laboratory Scientist Trainee performs clinical laboratory...,MEDICAL LABORATORY SCIENTIST 1 OR TRAINEE
Seattle,University of Washington,"$3,160 - $4,239 a month","Apply knowledge of accounts and program relationships, data flow, audit trails and internal controls to design, test and improve processes....","ELECTRONIC INVOICE SPECIALIST, HMC ACCTS PAYABLE"
Seattle,King County,"$71,510 - $90,646 a year","Conduct comprehensive data and project review of Trace Organics' analytical data including:. Checks for completeness, calculation accuracy, data interpretation,...",Trace Organics - Environmental Lab Scientist II
Seattle,University of Washington Medical Center,"$3,564 - $4,792 a month",Previous experience working in data analysis and data quality. Demonstrated knowledge and experience with data analysis and data structures....,IDENTITY AND ACCESS ANALYST
Seattle,University of Washington,"$2,882 - $3,840 a month",Previous experience with hospital-billing data entry. Produces and maintains management data related to the operational needs....,CHARGE CAPTURE COORDINATOR
Seattle,University of Washington,"$3,017 - $4,032 a month",Observe principles of data security and patient confidentiality. High level of skill in entering data into computer while talking with callers....,CONTACT CENTER REPRESENTATIVE 1 - CANDIDATE BANK
Seattle,University of Washington Medical Center,"$2,882 - $3,840 a month","Assist with train domain patient data set-up/duplication and usability testing of EHR training domains. Assist Educators, Instructional Designers and Education...",TRAINING PROGRAM COORDINATOR
Seattle,University of Washington Medical Center,"$2,370 - $3,129 a month",Accurate data entry when entering orders; The mission of University of Washington Medicine is to improve the health of the public by advancing medical knowledge...,STOCKROOM ATTENDANT 2
Seattle,University of Washington,"$4,193 - $6,003 a month",Requirements for Medical Laboratory Scientist 1:. Requirements for Medical Laboratory Scientist Trainee:. Record data and maintain continual quality assurance...,MEDICAL LABORATORY SCIENTIST-TRAINEE OR 1
Seattle,University of Washington Medical Center,"$2,948 - $3,929 a month",Maintaining documentation regarding data entry decisions and analysis; Entering and editing data in the Versatile Enterprise (VE) in an accurate and timely...,OFFICE OPERATIONS AND ACCESSIONS ANALYST
Seattle,University of Washington,"$2,903 - $4,029 a month","Follow protocol specifications unless otherwise instructed by Director, MLS Lead, Clinical Laboratory Supervisor or Research Scientist....",CLINICAL LABORATORY TECHNICIAN 1
Seattle,University of Washington Medical Center,"$2,919 - $3,360 a month","Perform a variety of related duties such as warehousing and receiving duties, computer data entry, pick-up and delivery of supplies, pick-up and delivery of lab...",DRIVER-WAREHOUSE WORKER
Seattle,Department of the Navy,"$38,517 - $50,070 a year","Utilizing ophthalmic prescription ordering forms, and the necessary data to ensure order completeness of all vision tests, glasses, and exams....",Health Technician (Optometry)
Seattle,Department Of Veterans Affairs,"$51,987 - $67,833 a year","Skilled in informatics, laboratory data flow and the understanding of laboratory processes. All candidates must currently possess or be eligible for and pass...",Medical Technologist
Seattle,University of Washington,"$2,572 - $3,573 a month","Knowledge of UB, HCFA, ADA and other utilized billing forms Data. Ability to retrieve data, remittance advices and other EPIC HB systems in-put....",PATIENT FINANCIAL SERVICES SPECIALIST 2
Seattle,University of Washington Medical Center,"$3,564 - $4,792 a month",Pull data from Analysts statistics and SDM (reporting tool) and telephone system; UW Medicine’s mission is to improve the health of the public by advancing...,SERVICE DESK ANALYST
Seattle,Arne Software,$100 a day,"The successful candidate MUST have a PhD in Statistics, Mathematics, Physics, or Computer Science and MUST have at least ten years’ experience as a data...",Data Scientist
Seattle,University of Washington Medical Center,"$4,193 - $6,003 a month",Requirements for Medical Laboratory Scientist 1:. Requirements for Medical Laboratory Scientist Trainee:. Record data and maintain continual quality assurance...,MEDICAL LABORATORY SCIENTIST-TRAINEE OR 1
Seattle,University of Washington Medical Center,"$2,882 - $3,840 a month",Previous experience with hospital-billing data entry. Produces and maintains management data related to the operational needs....,CHARGE CAPTURE COORDINATOR
Seattle,University of Washington Medical Center,"$2,572 - $3,573 a month","Knowledge of UB, HCFA, ADA and other utilized billing forms Data. Ability to retrieve data, remittance advices and other EPIC HB systems in-put....",PATIENT FINANCIAL SERVICES SPECIALIST 2
Seattle,University of Washington Medical Center,"$3,160 - $4,239 a month","Apply knowledge of accounts and program relationships, data flow, audit trails and internal controls to design, test and improve processes....","ELECTRONIC INVOICE SPECIALIST, HARBORVIEW A/P"
Seattle,University of Washington Medical Center,"$2,903 - $4,029 a month","Follow protocol specifications unless otherwise instructed by Director, MLS Lead, Clinical Laboratory Supervisor or Research Scientist....",CLINICAL LABORATORY TECHNICIAN 1
Seattle,University of Washington Medical Center,"$4,792 - $6,447 a month","Maintain inventory of data center supplies, transportation of equipment to various data centers and data rooms supported by the team....",COMPUTER MAINTENANCE TECHNICIAN 3
Seattle,University of Washington Medical Center,"$3,017 - $4,032 a month",Observe principles of data security and patient confidentiality. High level of skill in entering data into computer while talking with callers....,CONTACT CENTER REPRESENTATIVE 1 - CANDIDATE BANK
New+York,AllianceBernstein,"$117,500 - $127,500 a year",C onduct quantitative and statistical research as well as portfolio management for various investment portfolios. Collaborate with Quantitative Analysts and,AVP/Quantitative Analyst
New+York,DEPARTMENT OF SANITATION,"$53,051 - $145,991 a year",The Data Scientist will also be provided the flexibility to experiment with his or her own ideas for improving operational insight and awareness through a data...,Computer Systems Manager I
New+York,Empiric Solutions,"$140,000 a year","Our client is looking for a driven and enthusiastic Data Scientist to join our fast-paced, execution-oriented Product Development team....",Data Scientist - Life Sciences
New+York,Averity,"$150,000 a year",Are you a Senior Data Scientist excited about the thought of starting a Data Science group in the arts and entertainment world?...,Senior Data Scientist ($150k)
New+York,Analytic Recruiting,"$150,000 - $240,000 a year","Prior analytics experience leading statisticians and data scientists. Crafting the methodology, to data mining/predictive modeling, and ultimately delivering...",Analytics Senior Director
New+York,Averity,"$150,000 - $200,000 a year","As a Market Data Engineer you will partner with a mix of portfolio teams to source and maintain data and tools for research, model implementations and reporting...",Data Engineer for $100B Manager ($200k+Benefits)
New+York,Oliver James Associates,"$170,000 - $200,000 a year",We are currently looking for an brilliant data scientist to utilize massive datasets in a leading insurance firm....,Data Scientist
New+York,City of New York,"$68,239 - $85,644 a year",City Research Scientist. Write SQL to query data from Oracle databases. Coordinate and perform data matches with datasets from external agencies....,Predictive Risk Analyst
New+York,Averity,"$150,000 - $300,000 a year",Examine and analyze data to increase alpha and decrease risk. Industry leading multi-billion dollar quant fund looking for Analysts that can drive quantitative...,Quantitative Analyst for Global Quant Fund
New+York,ingenium,"$150,000 a year","Work with Data Scientists to process video data in ways that are meaningful for our publishers. Collaborate with a talented team of other engineers, data...",Big Data Engineer
New+York,POLICE DEPARTMENT,"$68,239 - $85,644 a year","Extensive knowledge of applied statistics, analytics, machine learning, data science or big data tools....","CITY RESEARCH SCIENTIST, LEVEL II"
New+York,Datacom Technology Group,"$200,000 a year",They will report directly to the company founders and manage other Data Scientists. Political Analytics firm looking for a full time data scientist to work out...,Data Scientist
New+York,Emerald Resource Group,"$150,000 a year",You must be extremely software and data driven. Working with custom algorithms with a focus on data analytics....,Quantitative Analyst
New+York,"Research Foundation for Mental Hygiene, Inc.","$38,735 - $40,774 a year","The incumbent will be involved in tasks related to participant tracking, data collection, extraction, record keeping and other office-related activities....","Assistant Research Scientist I, Grade 14, Job 736895"
New+York,ektello,$500 a week,Research Analyst Opportunity with major brand! Have you ever wanted to work for a major brand in New York city? If so and your background is in Advertising,Research Analyst
New+York,"Cross Commerce Media, Inc.","$136,500 a year","Computer and Information Research Scientists. Knowledge of Java, C++, compilers, Flare, JavaScript, MySQL, OpenGL, UML design & development standards, Tableau,...",Computer and Information Research Scientists
New+York,Datacom Technology Group,"$200,000 a year","Should have experience conducting empirical research and working with large fundamental data sets. Will analyze and interpret relevant data, use valuation...",Quantitative Analyst (Fundamental Quant Equities) - Hedge Fu...
New+York,Empiric Solutions,"$140,000 a year",The Data Scientist will be responsible for ensuring that our data products are of the highest quality. Develop and maintain ongoing data exploratory analyses...,Data Scientist - Digital Marketing - Technology Start-Up
New+York,Oliver James Associates,"$180,000 - $250,000 a year","This is an excellent opportunity for a candidate from an actuarial background with previous experience in predictive modelling, preferably with P&C experience",VP - Predictive Modeling Actuary
New+York,NYC Department of Buildings,"$64,807 - $85,000 a year","Translating quantitative data, research findings, and insights into compelling and informative graphic materials (e.g., charts, graphs);...","Quantitative Data Analyst, Risk Management"
New+York,Selby Jennings,"$100,000 - $200,000 a year","Data Scientist Global Private Asset Management Firm Manhattan, New York, USA Circa $100,000 - $200,000 plus Bonus and Benefits Key Skills: Python, R,",Data Scientist
New+York,TalentHub Worldwide,"$105,000 a year",The Data Scientist assists in creating and maintaining data infrastructure for gathering multiple sources of data into a single data hub for the generation of...,Data Scientist
New+York,SUNY Oswego,"$50,000 - $60,000 a year","Image reconstruction algorithms, data analysis and software development. The Research Foundation for SUNY on behalf of the Advanced Wireless Systems Research...",Post-Doctoral Research Scientist
New+York,Selby Jennings,$650 - $900 a day,"Senior Quantitative Developer/Machine Learning/Data Scientist. Large scale data analysis – ideally with Python, R, Matlab, SQL....",Senior Quantitative/Machine Learning - Contract
New+York,Wade & Wendy,"$130,000 a year",Programmatically adding data to and manipulating data from a graph-based database system. Gather and parse structured as well as unstructured data and organize...,Sr. Machine Learning Data Scientist
New+York,GVATE,"$24,000 - $56,000 a year","You should also have experience communicating with website developers, software engineers and data scientist....","Marketing Specialist | SEO, PPC, Conversion Marketing"
New+York,"Environmental Conservation, Department of","$75,243 - $94,834 a year","Strong familiarity with water quality monitoring and assessment techniques, toxicology and toxicological research, statistical analysis and data evaluation....",Research Scientist 3 - (Water Pollution)
New+York,Technical Source,"$200,000 a year","Data analytics and modeling, data visualization, business acumen and strategy.*. The Data Scientist and Senior Managing Strategy Consultant role is in our...",Data Scientist
New+York,DEPT OF HEALTH/MENTAL HYGIENE,"$66,575 - $83,555 a year",Online School Clinic Data Repository (OSCR). Develop and implement algorithms to check data for accuracy and in addition performs data cleaning and mining in...,"Data Manager, Adolescent Health Unit"
New+York,Access Staffing,"$70,000 - $80,000 a year","3+ years of experience in customer/market research or retail consulting. Strong interest in sociology, customer psychology and fashion/retail. Self-motivated","Analyst, Market Research"
New+York,HRA/DEPT OF SOCIAL SERVICES,"$68,239 - $83,000 a year",Availability and feasibility of data. Utilize both program and administrative data to develop report indicators that measure....,PROJECT MANAGER
New+York,New York State Senate,"$50,000 a year",Restructure social listening data to achieve social intelligence from big data. Ability to provide data visualizations....,Data Scientist
New+York,Smith Hanley Associates,"$115,000 a year","As a Data Scientist, you will:. We are looking for Data Scientist to join the team in our New York City office....",Data Scientist
New+York,Research Foundation of The City University of New...,"$61,000 - $62,000 a year",Extensive data are available to support reservoir hydrodynamic and water quality modeling. Work will involve collaborative efforts with an interdisciplinary...,Water Quality Modeler
New+York,NJF Search,"$120,000 a year","The role will focus on data analysis, statistics and probability. The main focus is to update existing strategies, monetize alphas, measure latencies conduct...",Statistician – Trading Firm
New+York,Columbia University,"$45,000 a year",Executes the field-going operations with supervising scientist. Maintains ongoing data collection for long-term remote operations....,SENIOR RESEARCH STAFF ASSISTANT
New+York,DEPARTMENT OF FINANCE,"$68,239 - $80,000 a year","Strong data analysis skills and data testing. Assisting with data cleansing, data conversion, system integrity, and system access issues....",Policy Data Analyst
New+York,Averity,"$150,000 - $250,000 a year","Knowledge big data analysis and systems. Individual will work directly with Senior Analysts, Traders and report to trading head to leverage his/her big data and...",Junior Quantitative Analyst / Developer for $5B Hedge Fund
New+York,Smith Arnold Partners,"$40,000 - $50,000 a year",Analyze and interpret data and derive insights to answer key clients’ business questions. Expanding international research and strategy firm in seeks a Research...,Research Analyst
New+York,Univision communications inc,"$50,000 - $60,000 a year","Infographics, visual data representation skills a plus. Comfortable working with large data files and cross tabs....","Analyst, Strategy & Insights – Custom Research"
New+York,Workbridge Associates,"$140,000 - $160,000 a year",The ideal candidate will join the Data team and assist in building and maintaining the data pipeline that drives the application....,Machine Learning Data Engineer
New+York,Research Foundation of The City University of New...,"$40,000 - $65,000 a year",Collect data through field research exercises; Conduct intensive data analysis to inform implementation of the National Network’s crime reduction strategies;...,Research Analyst
New+York,Smart Host,"$60,000 - $90,000 a year","We’re looking for a brilliant data scientist who codes to found our data team. As our data scientist, you’ll develop a nascent data model and pricing algorithm...",Data Scientist (Lead)
New+York,DEPT OF HEALTH/MENTAL HYGIENE,"$63,765 - $70,142 a year","Utilize statistical tools to analyze data and manage data requests (Hub data, MasterBank, Salient data, Survey data and etc.)....","Project Manager, Bureau of Primary Care Information Project"
New+York,"Research Foundation for Mental Hygiene, Inc.","$59,250 a year",Manage and clean data as needed. Previous experience working with psychiatric or substance abuse data a plus....,"Research Technician III, Grade 21, Job 735195"
New+York,Workbridge Associates,"$120,000 - $160,000 a year","An established gourmet food delivery start-up is looking for a Python Engineer to join a team with some of the best Data Scientists, Data Engineers, and...",Software Engineer (python)
New+York,NJF Search,"$200,000 a year",Demonstrated ability to conduct independent research utilizing large data sets. Apply machine learning techniques to predicting financial markets....,Machine Learning Research Scientist - Hedgefund
New+York,ingenium,"$150,000 a year",We are looking to hire a results-oriented data scientist with experience in data analysis and predictive modeling....,Data Scientist - Real Time Data
New+York,Princeton Consulting,"$100,000 - $200,000 a year",Ability to visualize and communicate data science concepts to other team members and the business. With that being said an ideal candidate should have...,Data Scientist
New+York,Averity,"$100,000 a year","We are a small team right, and we have a larger data team, including both engineers and data scientists (about 25 total), that work with us in a collaborative,...",Data Engineer (Partially Remote)
New+York,Selby Jennings,"$140,000 - $200,000 a year",Senior Data Scientist. Develop solutions independently as well as lead other data scientists. A leading tech advertising company is looking for Senior Data...,Senior Data Scientist
New+York,City of New York,"$68,239 - $85,644 a year",City Research Scientist. Write SQL to query data from Oracle databases. Perform statistical analyses using individual or case level data....,DYFJ Senior Analyst
New+York,Helix Sleep,"$80,000 - $120,000 a year",2-5+ years of experience in a data scientist or data analyst with relatively little oversight and engineering support....,Senior Data Analyst
New+York,Etech Hi Inc.,"$55,000 a year","Perform data analysis and create reports based on findings. Process engineer, chemical engineer, engineer, project engineer, development engineer, engineering...",Technical Service Engineer
New+York,NYC Health + Hospitals,"$51,165 a year","Act as a liaison between facilities, Case Management, Network Relations and Quality Management in the dissemination of member data....",Healthcare Research Analyst
New+York,AreteX Engineering,"$75,000 a year","Candidates with experience in the analysis of experimental data derived from---but not limited to---auditory/visual/cross-sensory psychophysical, EEG, ECG, and...",NSF-Sponsored Postdoctoral Fellow: EEG Analysis
New+York,ADMIN FOR CHILDREN'S SVCS,"$68,239 - $85,644 a year",Write SQL to query data from Oracle databases. Coordinate and perform data matches with datasets from external agencies....,Predictive Risk Analyst
New+York,Averity,"$85,000 - $105,000 a year","As a Big Data Analytics Engineer, you will work with a team of data engineers and data scientists in our new and growing data team to maintain out company's...",Big Data Engineer/ ETL Developer for a Global Education Prov...
New+York,Laguna Source,"$100,000 a year",Troubleshooting of process related problems at manufacturing scale through the effective design of scale-down studies and the evaluation of data from...,Senior Scientist - Upstream Processes - Biologics Manufactur...
New+York,SUNY ESF,"$50,000 a year",This position will work closely with the New York State Department of Environmental Conservation (DEC) Bureau of Wildlife (BOW) staff and will function as the...,Research Scientist
New+York,Research Foundation of The City University of New...,"$40,000 - $50,000 a year",Passion for working with students from diverse backgrounds and for training the next generation of NYC’s top computer scientists....,Career Coach
New+York,Infinity Consulting Solutions,"$65,000 a year","An ability to translate and communicate complex data issues succinctly and with clarity to ensure understanding by management, clients or data scientists....",Data Administrator
New+York,DEPT OF HEALTH/MENTAL HYGIENE,"$76,340 - $100,322 a year",-Manage and conduct data collection. -Experience conducting data analysis and quality assurance. -Train data collectors â€¢Create written reports and...,"Evaluation Coordinator Shop Healthy NYC, Center For Health E..."
New+York,Averity,"$150,000 - $250,000 a year",We are looking for a Senior Data Scientist to lead and grow our company's newly formed Data Science team. As a Senior/ Lead Data Scientist you will be leading...,Senior/ Lead Data Scientist for Digital Media Company
New+York,DEPT OF ENVIRONMENT PROTECTION,"$57,969 - $70,142 a year","Two years as a City Research Scientist Level I can be substituted for the experience required in ""1"" and ""2"" above....",EH S Compliance Specialist
New+York,Green Key Resources,"$70,000 - $150,000 a year","Analyze trading data in order to increase profitability, decrease risk, and reduce transaction costs. 0 to 5 years of relevant work experience....",Quantitative Analyst
New+York,DEPT OF ENVIRONMENT PROTECTION,"$66,575 - $83,555 a year","Experience with ESRI software and spatial data analysis, water resources and stormwater management concepts are highly desired....",Water Resources Analyst
New+York,Averity,"$130,000 - $175,000 a year",This is an amazing opportunity for a Senior Data Scientist to move into a client-facing role. We are looking for Senior Data Scientist with Anti-Money...,Data Scientist (AML Experience)
New+York,Averity,"$200,000 - $300,000 a year","ContactMichael Pachella (michael.pachella@averityteam.com)Quantitative Analyst, Research, Modeling, Data Science....",Quantitative Analyst (Big Data Focus) at $10+ Billion Hedge...
New+York,DEPT OF ENVIRONMENT PROTECTION,"$76,340 - $100,322 a year","Evaluate methods, procedures and data obtained from scientific investigation. Assemble data and write reports on the result of analyses....",Process Control Coordinator
New+York,Hire Solutions Inc.,"$200,000 a year","We are looking for data scientist, NLP specialist, etc. Understand business requirements for management data and services....",JR. Full Stack Developer
New+York,Selby Jennings,"$115,000 - $200,000 a year",Data Scientist/Data Engineer. A well established hedge fund in New York City is looking to bring on a talented data scientist to their data team....,Data Scientist Hedge Fund New York
New+York,Analytic Recruiting,"$65,000 a year",Market Research Analyst (reports to SVP) needed by international custom market research firm to manage the execution and analysis of custom market research,Market Research Analyst
New+York,Workbridge Associates,"$130,000 - $160,000 a year","The current team consists of 3 junior Data Scientists, 1 mid level Data Scientist, along with the VP. They are hiring for a Senior Data Scientist / Tech Lead to...",Senior Data Scientist
New+York,Columbia University,$788 a week,"20% - Maintain accurate, up-to-date and well-documented records of procedures performed and data generated....",Technician B
New+York,Health Research Incorporated,"$42,416 a year","The incumbent will also assist senior research scientists with additional responsibilities as assigned. Assisting in sample and solution preparation, daily...",Assistant Research Scientist
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician)
New+York,Averity,"$175,000 - $275,000 a year",We are a top-tier asset manager looking for a Quant Scientist (Quantitative Developer / Data Scientist) to work on one of our leading portfolio teams in our...,Quantitative Data Scientist - Large Asset Manager
New+York,3coast,"$80,000 - $200,000 a year",VP - Predictive Modeling / Data Scientist. Handle missing data through an algorithmic approach such as multiple imputations to enable insights in sparse and...,VP - Predictive Modeling / Data Scientist
New+York,DEPT OF HEALTH/MENTAL HYGIENE,"$85,211 - $97,993 a year","Develop new surveillance and data analysis methods. Two years as a City Research Scientist Level I can be substituted for the experience required in ""1"" and ""2""...","Senior Epidemiologist, Bureau Systems Strengthening and Acce..."
New+York,ADMIN FOR CHILDREN'S SVCS,"$68,239 - $85,644 a year",Write SQL to query data from Oracle databases. Coordinate and perform data matches with datasets from external agencies....,Child Welfare Analyst
New+York,ADMIN FOR CHILDREN'S SVCS,"$68,239 - $85,644 a year",Manage large datasets and advanced data analysis skills using statistical software such as SPSS and SAS. Two years as a City Research Scientist Level I can be...,Clinical Program Officer
New+York,Lighthouse Recruiting,"$60,000 - $75,000 a year","Reviews drug confirmation data from the laboratory, compares with the initial screening data for accuracy and release the results....",Certifying Scientist / Toxicologist
New+York,Culver Careers,"$140,000 a year","General knowledge of Big Data, Data Warehousing and/or RDBMS. Big Data Hadoop Solutions. Experience selling solutions revolving around Big Data, Hadoop and/or...",Account Executive - Big Data Hadoop Solutions
New+York,Selby Jennings,"$125,000 - $180,000 a year","Build and architect data stores and data pipelines specific for data science needs. Comfortable working with large data sets, Hadoop and various clusters....",Machine Learning/Data Engineer @ NYC Start-up
New+York,DEPT OF HEALTH/MENTAL HYGIENE,"$85,211 - $110,522 a year","Expertise in epidemiological data analysis, demography, research design & program evaluation methodologies. Two years as a City Research Scientist Level I can...","Director of Research, Evaluation and Reporting, Health Acces..."
New+York,The Big Game Hunter,"$80,000 - $200,000 a year",O Handle missing data through an algorithmic approach such as multiple imputations to enable insights in sparse and messy data....,Predictive Analytics Professionals-- ROAD WARRIORS
New+York,Atrium Staffing,"$70,000 - $80,000 a year","Scientist needs a Masters or Ph.D.in chemistry or closely related field. Scientist assists in the development of novel compounds by HPLC, release studies, and...",SR. SCIENTIST
New+York,DEPARTMENT OF SANITATION,"$53,051 - $145,991 a year",The Data Scientist will also be provided the Flexibility to experiment with his or her own ideas for improving operational insight and awareness through a data...,"Computer System Manager, Level I"
New+York,"Health, Department of","$41,993 - $53,606 a year","Additional duties will include development and validation of new tests, viral sequencing, data analysis, reporting of results and general laboratory...",Assistant Research Scientist (G14) (Virology) - 34114
New+York,DEPT OF HEALTH/MENTAL HYGIENE,"$57,969 - $70,142 a year","-Use SAS, including merge statements, macros and SQL, to manipulate and clean data and create analytic data sets....","Junior Research Analyst, Family and Child Health Administrat..."
New+York,DEPT OF HEALTH/MENTAL HYGIENE,"$57,969 - $70,142 a year","-Use SAS, including merge statements, macros and SQL, to manipulate and clean data and create analytic data sets....","Junior Research Analyst, Family and Child Health Administrat..."
New+York,DEPT OF HEALTH/MENTAL HYGIENE,"$57,969 - $70,142 a year","-Use SAS, including merge statements, macros and SQL, to manipulate and clean data and create analytic data sets....","Junior Research Analyst, Family and Child Health Administrat..."
New+York,DEPT OF HEALTH/MENTAL HYGIENE,"$57,969 - $70,142 a year","-Use SAS, including merge statements, macros and SQL, to manipulate and clean data and create analytic data sets....","Junior Research Analyst, Family and Child Health Administrat..."
New+York,DEPT OF HEALTH/MENTAL HYGIENE,"$57,969 - $70,142 a year","-Use SAS, including merge statements, macros and SQL, to manipulate and clean data and create analytic data sets....","Junior Research Analyst, Family and Child Health Administrat..."
New+York,DEPT OF HEALTH/MENTAL HYGIENE,"$57,969 - $70,142 a year","-Use SAS, including merge statements, macros and SQL, to manipulate and clean data and create analytic data sets....","Junior Research Analyst, Family and Child Health Administrat..."
New+York,DEPT OF HEALTH/MENTAL HYGIENE,"$57,969 - $70,142 a year","-Use SAS, including merge statements, macros and SQL, to manipulate and clean data and create analytic data sets....","Junior Research Analyst, Family and Child Health Administrat..."
New+York,DEPT OF HEALTH/MENTAL HYGIENE,"$57,969 - $70,142 a year","-Use SAS, including merge statements, macros and SQL, to manipulate and clean data and create analytic data sets....","Junior Research Analyst, Family and Child Health Administrat..."
New+York,DEPT OF HEALTH/MENTAL HYGIENE,"$57,969 - $70,142 a year","-Use SAS, including merge statements, macros and SQL, to manipulate and clean data and create analytic data sets....","Junior Research Analyst, Family and Child Health Administrat..."
New+York,DEPT OF HEALTH/MENTAL HYGIENE,"$57,969 - $70,142 a year","-Use SAS, including merge statements, macros and SQL, to manipulate and clean data and create analytic data sets....","Junior Research Analyst, Family and Child Health Administrat..."
New+York,DEPT OF HEALTH/MENTAL HYGIENE,"$57,969 - $70,142 a year","-Use SAS, including merge statements, macros and SQL, to manipulate and clean data and create analytic data sets....","Junior Research Analyst, Family and Child Health Administrat..."
New+York,DEPT OF HEALTH/MENTAL HYGIENE,"$57,969 - $70,142 a year","-Use SAS, including merge statements, macros and SQL, to manipulate and clean data and create analytic data sets....","Junior Research Analyst, Family and Child Health Administrat..."
New+York,DEPT OF HEALTH/MENTAL HYGIENE,"$57,969 - $70,142 a year","-Use SAS, including merge statements, macros and SQL, to manipulate and clean data and create analytic data sets....","Junior Research Analyst, Family and Child Health Administrat..."
New+York,DEPT OF HEALTH/MENTAL HYGIENE,"$57,969 - $70,142 a year","-Use SAS, including merge statements, macros and SQL, to manipulate and clean data and create analytic data sets....","Junior Research Analyst, Family and Child Health Administrat..."
New+York,DEPT OF HEALTH/MENTAL HYGIENE,"$57,969 - $70,142 a year","-Use SAS, including merge statements, macros and SQL, to manipulate and clean data and create analytic data sets....","Junior Research Analyst, Family and Child Health Administrat..."
New+York,DEPT OF HEALTH/MENTAL HYGIENE,"$57,969 - $70,142 a year","-Use SAS, including merge statements, macros and SQL, to manipulate and clean data and create analytic data sets....","Junior Research Analyst, Family and Child Health Administrat..."
New+York,DEPT OF HEALTH/MENTAL HYGIENE,"$57,969 - $70,142 a year","-Use SAS, including merge statements, macros and SQL, to manipulate and clean data and create analytic data sets....","Junior Research Analyst, Family and Child Health Administrat..."
New+York,DEPT OF HEALTH/MENTAL HYGIENE,"$57,969 - $70,142 a year","-Use SAS, including merge statements, macros and SQL, to manipulate and clean data and create analytic data sets....","Junior Research Analyst, Family and Child Health Administrat..."
New+York,DEPT OF HEALTH/MENTAL HYGIENE,"$57,969 - $70,142 a year","-Use SAS, including merge statements, macros and SQL, to manipulate and clean data and create analytic data sets....","Junior Research Analyst, Family and Child Health Administrat..."
New+York,DEPT OF HEALTH/MENTAL HYGIENE,"$57,969 - $70,142 a year","-Use SAS, including merge statements, macros and SQL, to manipulate and clean data and create analytic data sets....","Junior Research Analyst, Family and Child Health Administrat..."
New+York,DEPT OF HEALTH/MENTAL HYGIENE,"$57,969 - $70,142 a year","-Use SAS, including merge statements, macros and SQL, to manipulate and clean data and create analytic data sets....","Junior Research Analyst, Family and Child Health Administrat..."
New+York,DEPT OF HEALTH/MENTAL HYGIENE,"$57,969 - $70,142 a year","-Use SAS, including merge statements, macros and SQL, to manipulate and clean data and create analytic data sets....","Junior Research Analyst, Family and Child Health Administrat..."
New+York,DEPT OF HEALTH/MENTAL HYGIENE,"$57,969 - $70,142 a year","-Use SAS, including merge statements, macros and SQL, to manipulate and clean data and create analytic data sets....","Junior Research Analyst, Family and Child Health Administrat..."
New+York,DEPT OF HEALTH/MENTAL HYGIENE,"$57,969 - $70,142 a year","-Use SAS, including merge statements, macros and SQL, to manipulate and clean data and create analytic data sets....","Junior Research Analyst, Family and Child Health Administrat..."
New+York,DEPT OF HEALTH/MENTAL HYGIENE,"$57,969 - $70,142 a year","-Use SAS, including merge statements, macros and SQL, to manipulate and clean data and create analytic data sets....","Junior Research Analyst, Family and Child Health Administrat..."
